[0.0] ,[0.03] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.72] ,[0.26] ,[0.26] ,[0.39] ,[0.28] ,[0.38] ,[0.0] ,[0.02] ,[0.0] ,[0.22] ,[0.0] ,[0.09] ,[0.0] ,[0.0] ,[0.82] ,[0.0] ,[4.01] ,[0.0] ,[0.0] ,[0.0] ,[1.08] ,[0.0] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[1.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[192.16] ,[0.0] ,[1.66] ,[1.66] ,[1.66] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] 
[0.0] ,[0.03] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.69] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.23] ,[0.0] ,[0.02] ,[0.0] ,[0.22] ,[0.0] ,[0.09] ,[0.0] ,[0.0] ,[0.82] ,[0.0] ,[4.01] ,[0.0] ,[0.0] ,[0.0] ,[1.08] ,[0.0] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[1.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[192.16] ,[192.16] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[1.66] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.03] ,[0.03] ,[0.03] ,[0.03] ,[0.03] ,[104.71] ,[104.86] ,[0.26] ,[0.26] ,[0.26] ,[0.34] ,[0.2] ,[0.21] ,[0.0] ,[0.22] ,[0.0] ,[0.09] ,[0.07] ,[0.02] ,[0.85] ,[0.13] ,[4.08] ,[0.01] ,[0.0] ,[0.0] ,[1.08] ,[0.0] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[1.01] ,[1.01] ,[1.01] ,[1.01] ,[1.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[192.16] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[1.66] ,[0.08] ,[0.08] ,[0.11] ,[0.1] ,[0.1] ,[0.1] ,[0.1] ,[0.1] ,[0.1] ,[0.1] ,[0.1] ,[0.1] ,[0.1] ,[0.1] ,[0.1] ,[0.1] ,[0.1] ,[0.1] ,[0.1] ,[0.1] ,[0.1] ,[0.1] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.76] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.21] ,[0.0] ,[0.22] ,[0.0] ,[0.03] ,[0.1] ,[0.11] ,[0.77] ,[0.09] ,[4.09] ,[0.06] ,[0.01] ,[0.0] ,[1.27] ,[1.01] ,[1.02] ,[1.01] ,[1.01] ,[1.01] ,[1.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[192.16] ,[192.16] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[1.58] ,[0.0] ,[0.0] ,[0.05] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.1] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.76] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.21] ,[0.0] ,[0.22] ,[0.0] ,[0.0] ,[0.03] ,[0.1] ,[0.79] ,[0.74] ,[4.62] ,[1.12] ,[0.46] ,[0.46] ,[0.46] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[30.36] ,[30.36] ,[30.37] ,[198.71] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[1.58] ,[0.0] ,[0.05] ,[0.05] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.24] ,[0.24] ,[0.24] ,[0.24] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.1] ,[0.1] ,[0.1] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.76] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.21] ,[0.35] ,[0.22] ,[0.0] ,[0.02] ,[0.18] ,[0.23] ,[0.3] ,[0.34] ,[4.21] ,[5.19] ,[0.02] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[30.36] ,[30.36] ,[30.36] ,[0.0] ,[30.36] ,[0.0] ,[0.01] ,[174.9] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[1.58] ,[0.0] ,[0.05] ,[0.0] ,[0.0] ,[0.28] ,[0.28] ,[0.28] ,[0.28] ,[0.29] ,[0.24] ,[0.0] ,[0.0] ,[0.24] ,[0.24] ,[0.24] ,[0.24] ,[0.24] ,[0.0] ,[0.0] ,[0.1] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.76] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.26] ,[0.0] ,[0.0] ,[0.23] ,[0.21] ,[0.06] ,[0.03] ,[0.03] ,[0.07] ,[5.22] ,[0.02] ,[0.0] ,[0.0] ,[0.0] ,[106.09] ,[106.09] ,[106.09] ,[0.0] ,[0.0] ,[30.36] ,[0.0] ,[30.36] ,[30.36] ,[30.36] ,[0.0] ,[0.0] ,[174.89] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[1.58] ,[0.0] ,[0.05] ,[0.0] ,[0.0] ,[0.28] ,[0.0] ,[0.0] ,[0.0] ,[0.06] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.28] ,[0.07] ,[0.07] ,[0.11] ,[0.03] ,[0.03] ,[0.03] ,[0.03] ,[0.03] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.86] ,[0.21] ,[0.21] ,[0.21] ,[0.21] ,[0.21] ,[0.21] ,[0.35] ,[0.23] ,[0.23] ,[0.23] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[5.22] ,[0.02] ,[0.0] ,[0.0] ,[106.09] ,[106.09] ,[0.0] ,[129.78] ,[30.36] ,[30.36] ,[30.36] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[174.89] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[1.58] ,[0.0] ,[0.05] ,[0.0] ,[0.0] ,[0.28] ,[0.0] ,[0.0] ,[0.0] ,[0.06] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.25] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.03] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.74] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[5.22] ,[0.01] ,[0.0] ,[0.0] ,[106.09] ,[0.0] ,[0.0] ,[123.1] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[174.89] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[1.6] ,[1.32] ,[1.33] ,[0.0] ,[0.0] ,[0.28] ,[0.0] ,[0.0] ,[0.0] ,[0.06] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.25] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.03] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.74] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.74] ,[104.74] ,[104.74] ,[0.0] ,[104.74] ,[104.74] ,[104.83] ,[103.96] ,[107.64] ,[0.0] ,[0.0] ,[0.0] ,[106.09] ,[0.0] ,[0.0] ,[123.9] ,[123.74] ,[123.74] ,[123.74] ,[297.86] ,[174.3] ,[174.3] ,[174.3] ,[0.0] ,[174.89] ,[174.89] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.07] ,[0.07] ,[0.07] ,[0.07] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.31] ,[0.0] ,[1.3] ,[1.3] ,[1.3] ,[1.32] ,[1.06] ,[0.0] ,[0.0] ,[0.06] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.02] ,[0.02] ,[0.02] ,[0.25] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.03] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.74] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.74] ,[0.0] ,[104.74] ,[0.0] ,[104.74] ,[0.0] ,[0.96] ,[0.0] ,[106.09] ,[106.09] ,[106.09] ,[106.09] ,[106.09] ,[0.0] ,[0.0] ,[0.96] ,[0.0] ,[0.0] ,[0.0] ,[297.67] ,[0.0] ,[0.0] ,[174.3] ,[0.0] ,[174.89] ,[0.0] ,[0.0] ,[0.0] ,[0.08] ,[0.08] ,[0.08] ,[0.07] ,[0.0] ,[0.0] ,[0.07] ,[0.07] ,[0.07] ,[0.07] ,[0.07] ,[0.07] ,[0.0] ,[0.0] ,[0.31] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[1.06] ,[0.0] ,[0.0] ,[0.07] ,[0.03] ,[0.03] ,[0.03] ,[0.02] ,[0.03] ,[0.0] ,[0.0] ,[0.25] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.03] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.74] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.74] ,[0.0] ,[104.74] ,[0.0] ,[104.74] ,[0.0] ,[0.96] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.96] ,[0.0] ,[0.0] ,[0.0] ,[297.67] ,[0.0] ,[0.0] ,[174.3] ,[174.33] ,[174.98] ,[0.74] ,[0.74] ,[0.74] ,[0.11] ,[0.0] ,[0.02] ,[0.02] ,[0.01] ,[0.01] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.07] ,[0.0] ,[0.0] ,[0.31] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[1.06] ,[0.0] ,[0.0] ,[0.04] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.03] ,[0.0] ,[0.0] ,[0.25] ,[0.0] ,[0.0] ,[0.01] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.03] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.74] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.74] ,[0.0] ,[104.74] ,[0.0] ,[104.74] ,[0.0] ,[0.96] ,[0.96] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.86] ,[0.96] ,[0.0] ,[0.0] ,[0.0] ,[297.67] ,[0.0] ,[0.0] ,[0.0] ,[0.03] ,[0.01] ,[0.0] ,[0.0] ,[0.66] ,[0.04] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.07] ,[0.0] ,[0.01] ,[0.31] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[1.06] ,[0.0] ,[0.0] ,[0.04] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.03] ,[0.0] ,[0.0] ,[0.25] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.03] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.74] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.74] ,[0.0] ,[104.74] ,[0.0] ,[104.74] ,[0.0] ,[0.0] ,[0.96] ,[0.96] ,[0.96] ,[0.96] ,[0.0] ,[0.0] ,[0.0] ,[0.96] ,[0.1] ,[0.0] ,[0.0] ,[297.67] ,[297.67] ,[0.0] ,[0.0] ,[0.0] ,[0.03] ,[0.03] ,[0.01] ,[0.0] ,[0.66] ,[0.02] ,[0.02] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.14] ,[0.1] ,[0.37] ,[0.3] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[1.34] ,[1.31] ,[1.31] ,[1.34] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.03] ,[0.0] ,[0.0] ,[0.25] ,[0.25] ,[0.26] ,[0.07] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.03] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.74] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.74] ,[0.0] ,[104.74] ,[0.0] ,[104.74] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.96] ,[0.0] ,[0.96] ,[0.96] ,[0.96] ,[0.0] ,[0.0] ,[0.0] ,[297.67] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.03] ,[0.01] ,[0.01] ,[0.66] ,[0.0] ,[0.01] ,[0.02] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.11] ,[0.03] ,[0.35] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.32] ,[0.0] ,[0.0] ,[1.33] ,[1.33] ,[0.0] ,[0.02] ,[0.0] ,[0.03] ,[0.03] ,[0.0] ,[0.0] ,[0.0] ,[0.27] ,[0.09] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.03] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.74] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.74] ,[0.0] ,[104.74] ,[0.0] ,[104.74] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.96] ,[0.96] ,[0.96] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[297.67] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.02] ,[0.0] ,[0.0] ,[0.66] ,[0.0] ,[0.0] ,[0.02] ,[0.01] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.1] ,[0.0] ,[0.32] ,[0.33] ,[0.31] ,[0.31] ,[0.31] ,[0.0] ,[0.0] ,[0.32] ,[0.0] ,[0.0] ,[0.0] ,[1.33] ,[1.34] ,[0.01] ,[0.0] ,[0.0] ,[0.03] ,[0.0] ,[0.0] ,[0.11] ,[0.32] ,[0.34] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.03] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.74] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.74] ,[0.0] ,[104.74] ,[0.0] ,[104.74] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[297.67] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.02] ,[0.0] ,[0.0] ,[0.65] ,[0.0] ,[0.0] ,[0.02] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.04] ,[0.1] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.0] ,[0.31] ,[0.0] ,[0.0] ,[0.32] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[1.34] ,[0.0] ,[0.0] ,[0.0] ,[0.13] ,[0.11] ,[0.11] ,[0.11] ,[0.0] ,[0.33] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.03] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.74] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.74] ,[0.0] ,[104.74] ,[0.0] ,[104.74] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[297.67] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.02] ,[0.01] ,[0.01] ,[0.66] ,[0.64] ,[0.0] ,[0.02] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.05] ,[0.04] ,[0.05] ,[0.07] ,[0.06] ,[0.01] ,[0.01] ,[0.0] ,[0.0] ,[0.31] ,[0.32] ,[0.32] ,[0.32] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[1.34] ,[0.0] ,[0.0] ,[0.0] ,[0.13] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.33] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.03] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.74] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.74] ,[0.0] ,[104.74] ,[0.0] ,[104.74] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[297.64] ,[297.64] ,[297.64] ,[297.64] ,[297.68] ,[297.67] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.03] ,[0.03] ,[0.03] ,[0.02] ,[0.64] ,[0.0] ,[0.02] ,[0.0] ,[0.07] ,[0.06] ,[0.06] ,[0.07] ,[0.04] ,[0.0] ,[0.0] ,[0.0] ,[0.05] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[1.34] ,[0.0] ,[0.0] ,[0.0] ,[0.13] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.33] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.03] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.74] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[104.74] ,[0.0] ,[104.74] ,[0.0] ,[104.74] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[297.64] ,[0.0] ,[0.0] ,[0.0] ,[0.04] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.01] ,[0.0] ,[0.01] ,[0.03] ,[0.01] ,[0.64] ,[0.01] ,[0.03] ,[0.0] ,[0.07] ,[0.01] ,[0.01] ,[0.04] ,[0.05] ,[0.01] ,[0.04] ,[0.04] ,[0.06] ,[0.01] ,[0.01] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[1.34] ,[0.0] ,[0.0] ,[0.0] ,[0.13] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.33] ,[0.33] ,[0.0] ,[0.0] ,[0.0] ,[0.03] ,[0.01] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] ,[0.0] 
